id,label,PC1,PC2
mRNA_006862,0,5.6647387,1.3238815
mRNA_007023,0,13.449347,8.440546
mRNA_005937,0,4.1309624,1.5598601
mRNA_009983,0,12.139398,4.34253
mRNA_004131,0,4.8473287,-4.745637
mRNA_010274,0,-3.1968403,-4.667721
mRNA_014340,0,0.28052118,-6.9721274
mRNA_003147,0,10.144866,-3.967834
mRNA_013454,0,-0.8949413,1.9911487
mRNA_009133,0,7.7791643,9.453051
mRNA_005849,0,13.698879,4.687518
mRNA_002972,0,2.8558881,6.687788
mRNA_012455,0,10.695795,8.669935
mRNA_006934,0,-2.1045387,-2.070694
mRNA_013733,0,6.3303385,-5.015146
mRNA_003200,0,-7.0157595,2.9251502
mRNA_004606,0,-1.1473836,-5.84583
mRNA_006497,0,3.148564,-9.27181
mRNA_012223,0,11.354002,0.2761011
mRNA_000521,0,9.095418,2.9537187
mRNA_002197,0,5.5215178,-2.0542026
mRNA_008226,0,10.536425,-1.9602153
mRNA_012296,0,3.0822787,-3.4360342
mRNA_001618,0,2.3027186,0.115181595
mRNA_014316,0,11.511324,8.188658
mRNA_012908,0,12.814943,2.1965096
mRNA_012880,0,4.7260303,2.1501992
mRNA_009411,0,-2.1292105,-3.5015047
mRNA_005169,0,8.583785,-2.2825763
mRNA_013329,0,11.016124,-5.2013955
mRNA_008123,0,11.727326,1.7566836
mRNA_003324,0,8.983251,3.7674706
mRNA_012587,0,4.6426044,-6.0403523
mRNA_004965,0,12.588931,-2.468002
mRNA_009918,0,2.80985,2.3488467
mRNA_010282,0,13.986363,-2.269321
mRNA_008091,0,-0.60134923,0.9899949
mRNA_013573,0,-1.8498312,6.1734223
mRNA_011666,0,13.421878,8.782621
mRNA_004590,0,4.5302405,-8.45671
mRNA_013306,0,9.619108,2.5241797
mRNA_007557,0,0.8140352,-7.9868426
mRNA_004846,0,4.144747,-0.65261626
mRNA_002207,0,0.75360185,-4.493965
mRNA_006537,0,14.855371,-0.45032996
mRNA_013538,0,12.896303,9.188656
mRNA_006571,0,7.102755,-6.8733835
mRNA_012900,0,8.278231,-7.054783
mRNA_004730,0,2.3434596,-2.7365057
mRNA_014032,0,7.177459,-7.4265866
mRNA_013430,0,13.523896,3.677343
mRNA_005995,0,12.8210745,-4.035817
mRNA_002836,0,10.016173,0.9935416
mRNA_011305,0,10.967197,-4.9726596
mRNA_009312,0,12.396439,9.257118
mRNA_013685,0,1.3550804,0.33833274
mRNA_013516,0,2.7557516,-0.5087342
mRNA_013278,0,10.806999,-4.829407
mRNA_001679,0,-0.2412162,-1.5306748
mRNA_011878,0,1.4622389,-4.091721
mRNA_005109,0,-1.0811982,-0.44409195
mRNA_011585,0,-0.7249404,-2.7178524
mRNA_012450,0,1.5253506,-3.6403432
mRNA_012372,0,4.0554,5.708236
mRNA_012105,0,4.612739,1.4782248
mRNA_004084,0,10.794975,2.7477
mRNA_002664,0,11.017792,-4.3645964
mRNA_010911,0,11.193564,2.2049453
mRNA_014718,0,7.87676,2.0600026
mRNA_007460,0,4.6865015,-4.3478165
mRNA_003130,0,0.87386405,-2.1091719
mRNA_011982,0,9.788676,4.045717
mRNA_011319,0,5.8229294,2.1812966
mRNA_010273,0,12.015262,4.5990868
mRNA_002587,0,4.842331,4.9343657
mRNA_014049,0,6.6313033,-3.8036284
mRNA_002772,0,6.1920295,6.745841
mRNA_004522,0,13.890612,-1.3014836
mRNA_001605,0,8.415514,4.1209598
mRNA_008189,0,13.267095,-3.0369217
mRNA_014018,0,8.11172,5.4444995
mRNA_007272,0,7.7845144,3.005543
mRNA_005322,0,12.343107,2.163453
mRNA_002342,0,-1.0335354,2.1980474
mRNA_001706,0,-0.24385644,-3.9389338
mRNA_008719,0,10.520187,-1.2368361
mRNA_007536,0,-4.2398252,-0.46721154
mRNA_010158,0,8.771183,2.8986237
mRNA_011488,0,-2.4929223,-5.8708034
mRNA_014027,0,0.7988144,-3.7613006
mRNA_001061,0,9.42948,-5.314863
mRNA_014408,0,8.016406,8.38978
mRNA_007428,0,9.229888,3.5510678
mRNA_008828,0,8.509748,2.8699088
mRNA_012556,0,7.0882225,-4.2107573
mRNA_011825,0,5.3621154,0.9756485
mRNA_011782,0,8.6901455,4.958775
mRNA_002591,0,4.3319545,-6.013641
mRNA_002718,0,11.709534,-4.6487055
mRNA_009035,0,2.2409596,-0.38570485
mRNA_003190,0,13.4252825,-3.491319
mRNA_003370,0,11.565903,1.0056231
mRNA_011721,0,-2.607556,6.955406
mRNA_014140,0,3.4138966,5.663813
mRNA_009940,0,6.146812,9.168233
mRNA_005285,0,8.868049,-5.6773753
mRNA_006038,0,-2.1565382,2.2082837
mRNA_012195,0,2.443116,-1.6501576
mRNA_002011,0,11.99502,1.097348
mRNA_014146,0,0.10590452,-5.185374
mRNA_002060,0,9.269712,-6.416519
mRNA_007684,0,14.336661,-1.9755478
mRNA_000759,0,-7.2456746,2.1609266
mRNA_002994,0,7.90667,9.035188
mRNA_010747,0,8.533148,-1.8253778
mRNA_005976,0,3.0982094,9.366905
mRNA_000862,0,13.323155,1.6676567
mRNA_007170,0,11.668289,10.198225
mRNA_014152,0,5.4868927,-3.4567616
mRNA_014813,0,5.4124575,-5.0841427
mRNA_012491,0,-3.3934407,-6.614408
mRNA_007277,0,-1.1179733,-1.1321614
mRNA_012268,0,0.30387524,-2.9925556
mRNA_006365,0,11.71373,9.951273
mRNA_011951,0,4.0260158,4.46396
mRNA_012144,0,13.744467,2.807401
mRNA_008744,0,2.8409424,-1.6630453
mRNA_010232,0,13.769925,-1.2548591
mRNA_014107,0,6.4632215,-3.7628071
mRNA_002328,0,8.710045,4.645497
mRNA_001079,0,5.3578043,3.0988982
mRNA_005549,0,13.001728,-2.9457572
mRNA_009301,0,12.343642,-3.0588465
mRNA_004674,0,12.219226,2.9611616
mRNA_008704,0,14.567342,-0.8129503
mRNA_001948,0,10.971218,-2.8122873
mRNA_006722,0,2.1405332,-0.08423847
mRNA_009941,0,5.648178,-6.414686
mRNA_014307,0,1.216359,-0.99936324
mRNA_013357,0,5.3103027,6.9018993
mRNA_003798,0,5.9846396,-4.341053
mRNA_007296,0,13.715102,-1.5630698
mRNA_003182,0,6.776108,-3.9032269
mRNA_001307,0,0.66662,-3.498468
mRNA_013771,0,3.024093,-1.7323707
mRNA_006210,0,6.16881,1.3452792
mRNA_001474,0,8.306013,1.9242542
mRNA_013275,0,8.259259,10.272329
mRNA_009315,0,-1.1823314,-0.7880956
mRNA_005275,0,7.671295,-7.07066
mRNA_002101,0,8.836885,3.780438
mRNA_002593,0,9.416275,-2.0967982
mRNA_010295,0,8.711586,-3.9688365
mRNA_000730,0,7.6777678,-4.3122253
mRNA_007109,0,13.051687,4.51303
mRNA_003936,0,0.29048255,-2.2381725
mRNA_008142,0,13.682067,3.1277633
mRNA_006514,0,7.2895393,5.2020483
mRNA_001898,0,8.394757,-1.6125925
mRNA_008211,0,-4.4613733,-3.8128204
mRNA_003519,0,3.085263,9.196173
mRNA_011027,0,3.5967553,-4.38856
mRNA_014793,0,-1.0943059,2.2713463
mRNA_005085,0,0.5156211,3.9020066
mRNA_001086,0,2.6108572,7.048646
mRNA_005801,0,14.122114,-2.1454837
mRNA_007098,0,4.2588296,-4.972623
mRNA_014724,0,7.384611,10.115219
mRNA_003160,0,11.636804,-5.0428505
mRNA_005497,0,-2.7447355,-5.9920025
mRNA_010698,0,6.005007,-4.1479206
mRNA_006259,0,3.5715904,7.0372787
mRNA_007644,0,5.6688004,1.3042934
mRNA_006242,0,11.044299,-3.9276142
mRNA_005183,0,12.1814,4.217681
mRNA_010801,0,10.586822,2.649591
mRNA_014763,0,3.985953,-7.502771
mRNA_013041,0,7.493456,-7.056526
mRNA_008667,0,10.345143,9.655494
mRNA_004457,0,3.707439,0.06645874
mRNA_004262,0,-3.9923816,0.8737105
mRNA_014719,0,5.709625,2.4729614
mRNA_006187,0,0.73861957,5.66018
mRNA_000028,0,12.411298,-3.747894
